NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4_OMA	OMA_mapping	OMA_groups
Gh_A04G0529	Zm00001d044703	n:m	NA
Gh_A05G0684	Zm00001d044703	n:m	NA
Gh_A08G0043	Zm00001d044703	n:m	NA
Gh_A09G0894	Zm00001d044703	n:m	NA
Gh_A09G1292	Zm00001d044703	n:m	NA
Gh_D04G0987	Zm00001d044703	n:m	NA
Gh_D05G0830	Zm00001d044703	n:m	NA
Gh_D08G0085	Zm00001d044703	n:m	NA
Gh_D09G0920	Zm00001d044703	n:m	NA
Gh_D09G1325	Zm00001d044703	n:m	NA
Gh_A04G0520	Zm00001d044705	n:m	NA
Gh_A07G0997	Zm00001d044705	n:m	NA
Gh_D04G0971	Zm00001d044705	n:m	NA
Gh_D07G1075	Zm00001d044705	n:m	NA
Gh_D09G1320	Zm00001d044705	n:m	NA
Gh_A09G2442	Zm00001d044705	n:m	NA
Gh_A03G1319	Zm00001d044707	n:m	NA
Gh_D02G1760	Zm00001d044707	n:m	NA
Gh_D13G0103	Zm00001d044713	n:m	NA
Gh_A13G0510	Zm00001d048578	n:1	NA
Gh_A04G0751	Zm00001d048583	1:m	NA
Gh_A03G0409	Zm00001d048584	1:m	NA
Gh_A05G0760	Zm00001d048584	1:m	NA
Gh_D03G1131	Zm00001d048584	1:m	NA
Gh_D05G0891	Zm00001d048584	1:m	NA
Gh_A03G0374	Zm00001d048585	n:m	NA
Gh_A13G1967	Zm00001d048585	n:m	NA
Gh_D03G1168	Zm00001d048585	n:m	NA
Gh_A04G0721	Zm00001d048592	1:m	NA
Gh_D04G1188	Zm00001d048592	1:m	NA
Gh_A10G1991	Zm00001d048593	1:m	NA
Gh_D06G1799	Zm00001d048593	1:m	NA
Gh_D04G1182	Zm00001d048595	1:m	NA
Gh_A03G1243	Zm00001d048608	n:m	NA
Gh_A04G1160	Zm00001d048608	n:m	NA
Gh_D02G1682	Zm00001d048608	n:m	NA
Gh_D04G1771	Zm00001d048608	n:m	NA
Gh_A06G1473	Zm00001d048609	n:m	NA
Gh_D06G1807	Zm00001d048609	n:m	NA
Gh_A13G1951	Zm00001d048614	n:m	NA
Gh_A03G0351	Zm00001d048615	n:m	NA
Gh_A05G0821	Zm00001d048615	n:m	NA
Gh_A07G0883	Zm00001d048615	n:m	NA
Gh_A10G1942	Zm00001d048615	n:m	NA
Gh_D05G0941	Zm00001d048615	n:m	NA
Gh_D07G0953	Zm00001d048615	n:m	NA
Gh_A06G0673	Zm00001d048616	n:m	NA
Gh_A07G0130	Zm00001d048616	n:m	NA
Gh_D07G2391	Zm00001d048616	n:m	NA
Gh_A05G3060	Zm00001d048620	n:m	NA
Gh_A07G0874	Zm00001d048620	n:m	NA
Gh_D03G1248	Zm00001d048620	n:m	NA
Gh_D04G0585	Zm00001d048620	n:m	NA
Gh_D07G0943	Zm00001d048620	n:m	NA
Gh_D10G2212	Zm00001d048620	n:m	NA
Gh_Sca006097G01	Zm00001d048620	n:m	NA
Gh_A10G2124	Zm00001d048626	n:m	NA
Gh_D10G2445	Zm00001d048626	n:m	NA
Gh_D11G2832	Zm00001d048627	n:m	NA
Gh_A11G3272	Zm00001d048627	n:m	NA
Gh_A02G0572	Zm00001d048628	1:m	NA
Gh_D02G0632	Zm00001d048628	1:m	NA
Gh_D02G0628	Zm00001d048632	n:m	NA
Gh_D01G1752	Zm00001d048642	n:m	NA
Gh_D13G1649	Zm00001d048645	1:01	NA
Gh_A12G2616	Zm00001d048648	1:m	NA
Gh_A05G2528	Zm00001d048655	n:m	NA
Gh_A12G0607	Zm00001d048655	n:m	NA
Gh_D04G0037	Zm00001d048655	n:m	NA
Gh_D05G2804	Zm00001d048655	n:m	NA
Gh_D12G0616	Zm00001d048655	n:m	NA
Gh_A07G1165	Zm00001d048669	1:m	NA
Gh_A09G2067	Zm00001d048669	1:m	NA
Gh_D07G1264	Zm00001d048669	1:m	NA
Gh_D09G2276	Zm00001d048669	1:m	NA
Gh_D10G1767	Zm00001d048669	1:m	NA
Gh_D12G1268	Zm00001d048669	1:m	NA
Gh_D11G2802	Zm00001d048672	1:m	NA
Gh_A11G1048	Zm00001d048689	n:m	NA
Gh_D08G0791	Zm00001d048689	n:m	NA
Gh_D11G1205	Zm00001d048689	n:m	NA
Gh_A08G2477	Zm00001d048689	n:m	NA
Gh_A06G0662	Zm00001d048691	1:m	NA
Gh_A07G0127	Zm00001d048691	1:m	NA
Gh_D07G2388	Zm00001d048691	1:m	NA
Gh_A11G1041	Zm00001d048692	1:m	NA
Gh_A11G2452	Zm00001d048695	n:m	NA
Gh_D11G2770	Zm00001d048695	n:m	NA
Gh_A09G0615	Zm00001d048696	n:m	NA
Gh_A10G1489	Zm00001d048696	n:m	NA
Gh_D09G0613	Zm00001d048696	n:m	NA
Gh_D09G2283	Zm00001d048696	n:m	NA
Gh_D10G1732	Zm00001d048696	n:m	NA
Gh_A03G0884	Zm00001d048697	1:m	NA
Gh_A13G0671	Zm00001d048697	1:m	NA
Gh_D13G0785	Zm00001d048697	1:m	NA
Gh_A07G1276	Zm00001d048711	n:m	NA
Gh_A11G0866	Zm00001d048711	n:m	NA
Gh_A12G1000	Zm00001d048711	n:m	NA
Gh_D11G1009	Zm00001d048711	n:m	NA
Gh_D12G1119	Zm00001d048711	n:m	NA
Gh_D08G1294	Zm00001d048717	1:m	NA
Gh_A10G1431	Zm00001d048718	n:m	NA
Gh_D09G2326	Zm00001d048718	n:m	NA
Gh_D10G1673	Zm00001d048718	n:m	NA
Gh_A02G0458	Zm00001d048721	n:m	NA
Gh_A09G0598	Zm00001d048721	n:m	NA
Gh_D09G0597	Zm00001d048721	n:m	NA
Gh_A04G0041	Zm00001d048734	n:m	NA
Gh_A11G1094	Zm00001d048739	1:m	NA
Gh_D11G1244	Zm00001d048739	1:m	NA
Gh_D12G0061	Zm00001d048739	1:m	NA
Gh_D01G0156	Zm00001d048758	n:m	NA
Gh_A01G2034	Zm00001d048758	n:m	NA
Gh_A01G2037	Zm00001d048758	n:m	NA
Gh_A09G1071	Zm00001d048763	n:m	NA
Gh_A01G1672	Zm00001d048766	n:m	NA
Gh_A09G1164	Zm00001d048766	n:m	NA
Gh_D01G1922	Zm00001d048766	n:m	NA
Gh_A07G0799	Zm00001d048769	n:1	NA
Gh_A01G1279	Zm00001d048770	n:m	NA
Gh_A03G1089	Zm00001d048770	n:m	NA
Gh_A06G1368	Zm00001d048770	n:m	NA
Gh_D01G1501	Zm00001d048770	n:m	NA
Gh_D06G1710	Zm00001d048770	n:m	NA
Gh_D12G1498	Zm00001d048770	n:m	NA
Gh_A05G2528	Zm00001d048777	n:m	NA
Gh_D04G0037	Zm00001d048777	n:m	NA
Gh_D05G2804	Zm00001d048777	n:m	NA
Gh_D12G0616	Zm00001d048777	n:m	NA
Gh_A11G1950	Zm00001d048785	1:01	NA
Gh_A01G0088	Zm00001d048787	n:m	NA
Gh_A03G1615	Zm00001d048787	n:m	NA
Gh_A04G1018	Zm00001d048787	n:m	NA
Gh_A12G0174	Zm00001d048787	n:m	NA
Gh_D02G2029	Zm00001d048787	n:m	NA
Gh_D04G1569	Zm00001d048787	n:m	NA
Gh_D13G0447	Zm00001d048787	n:m	NA
Gh_A13G2109	Zm00001d048787	n:m	NA
Gh_D07G0686	Zm00001d048794	1:m	NA
Gh_A07G1613	Zm00001d048796	1:01	NA
Gh_A05G1168	Zm00001d048801	n:m	NA
Gh_A07G0136	Zm00001d048801	n:m	NA
Gh_A10G0490	Zm00001d048801	n:m	NA
Gh_A13G1695	Zm00001d048801	n:m	NA
Gh_D05G1344	Zm00001d048801	n:m	NA
Gh_D06G0772	Zm00001d048801	n:m	NA
Gh_D10G0513	Zm00001d048801	n:m	NA
Gh_D13G2045	Zm00001d048801	n:m	NA
Gh_A08G1362	Zm00001d048804	n:m	NA
Gh_A06G1704	Zm00001d048822	1:01	NA
Gh_A05G1154	Zm00001d048824	1:m	NA
Gh_A06G1705	Zm00001d048824	1:m	NA
Gh_D05G1331	Zm00001d048824	1:m	NA
Gh_D06G2084	Zm00001d048824	1:m	NA
Gh_A10G2245	Zm00001d048824	1:m	NA
Gh_A05G1258	Zm00001d048825	n:m	NA
Gh_D05G1426	Zm00001d048825	n:m	NA
Gh_D06G1488	Zm00001d048825	n:m	NA
Gh_D13G1604	Zm00001d048825	n:m	NA
Gh_D10G0489	Zm00001d048829	1:01	NA
Gh_A08G1669	Zm00001d048831	1:m	NA
Gh_D08G2017	Zm00001d048831	1:m	NA
Gh_A03G0008	Zm00001d048834	1:m	NA
Gh_A05G1739	Zm00001d048835	1:m	NA
Gh_A06G0151	Zm00001d048835	1:m	NA
Gh_D02G0914	Zm00001d048835	1:m	NA
Gh_A03G2103	Zm00001d048835	1:m	NA
Gh_A01G0063	Zm00001d048836	n:m	NA
Gh_A03G1675	Zm00001d048836	n:m	NA
Gh_D01G0063	Zm00001d048836	n:m	NA
Gh_D01G1021	Zm00001d048836	n:m	NA
Gh_D02G2097	Zm00001d048836	n:m	NA
Gh_A05G1914	Zm00001d048856	1:m	NA
Gh_D07G0960	Zm00001d048857	n:m	NA
Gh_A08G1362	Zm00001d048859	n:m	NA
Gh_D08G1657	Zm00001d048859	n:m	NA
Gh_D05G1396	Zm00001d048880	1:m	NA
Gh_A01G1794	Zm00001d048888	n:m	NA
Gh_A10G0763	Zm00001d048890	n:m	NA
Gh_D11G2205	Zm00001d048890	n:m	NA
Gh_D10G2577	Zm00001d048890	n:m	NA
Gh_D03G0341	Zm00001d048891	1:m	NA
Gh_A12G0578	Zm00001d048892	n:m	NA
Gh_A11G3129	Zm00001d048893	n:m	NA
Gh_A02G0291	Zm00001d048902	n:m	NA
Gh_D02G0356	Zm00001d048902	n:m	NA
Gh_D09G2078	Zm00001d048902	n:m	NA
Gh_D10G1506	Zm00001d048902	n:m	NA
Gh_A09G2249	Zm00001d048902	n:m	NA
Gh_A11G1514	Zm00001d048907	n:m	NA
Gh_A12G0488	Zm00001d048907	n:m	NA
Gh_D11G1675	Zm00001d048907	n:m	NA
Gh_D12G0496	Zm00001d048907	n:m	NA
Gh_A03G0877	Zm00001d048908	n:m	NA
Gh_A12G1515	Zm00001d048908	n:m	NA
Gh_A12G1609	Zm00001d048908	n:m	NA
Gh_D02G1261	Zm00001d048908	n:m	NA
Gh_D12G1749	Zm00001d048908	n:m	NA
Gh_D13G0775	Zm00001d048908	n:m	NA
Gh_D12G2771	Zm00001d048908	n:m	NA
Gh_D12G2205	Zm00001d048914	1:m	NA
Gh_A04G0452	Zm00001d048924	n:m	NA
Gh_A11G2818	Zm00001d048924	n:m	NA
Gh_D01G1940	Zm00001d048924	n:m	NA
Gh_D11G3173	Zm00001d048924	n:m	NA
Gh_A01G2137	Zm00001d048924	n:m	NA
Gh_D04G1962	Zm00001d048924	n:m	NA
Gh_A07G1276	Zm00001d048925	n:m	NA
Gh_A11G0866	Zm00001d048925	n:m	NA
Gh_A12G1000	Zm00001d048925	n:m	NA
Gh_D07G1386	Zm00001d048925	n:m	NA
Gh_D12G1119	Zm00001d048925	n:m	NA
Gh_A06G0134	Zm00001d048943	1:m	NA
Gh_A05G1634	Zm00001d048944	1:m	NA
Gh_A11G2284	Zm00001d048947	n:m	NA
Gh_D11G2592	Zm00001d048947	n:m	NA
Gh_A11G2284	Zm00001d048948	n:m	NA
Gh_D11G2592	Zm00001d048948	n:m	NA
Gh_A11G2284	Zm00001d048949	n:m	NA
Gh_D11G2592	Zm00001d048949	n:m	NA
Gh_A13G1465	Zm00001d048950	1:01	NA
Gh_D10G1468	Zm00001d048953	1:01	NA
Gh_A05G2964	Zm00001d048958	1:m	NA
Gh_A07G0463	Zm00001d048958	1:m	NA
Gh_A07G2084	Zm00001d048958	1:m	NA
Gh_A12G1707	Zm00001d048958	1:m	NA
Gh_D04G0754	Zm00001d048958	1:m	NA
Gh_D07G0527	Zm00001d048958	1:m	NA
Gh_D12G1869	Zm00001d048958	1:m	NA
Gh_D11G2472	Zm00001d048959	n:m	NA
Gh_D03G0979	Zm00001d048960	n:m	NA
Gh_D07G0543	Zm00001d048960	n:m	NA
Gh_A07G2279	Zm00001d048960	n:m	NA
Gh_A05G2137	Zm00001d048962	1:m	NA
Gh_A05G2332	Zm00001d048962	1:m	NA
Gh_D05G2391	Zm00001d048962	1:m	NA
Gh_A01G1549	Zm00001d048968	n:m	NA
Gh_A03G1912	Zm00001d048968	n:m	NA
Gh_A12G0410	Zm00001d048968	n:m	NA
Gh_D01G1801	Zm00001d048968	n:m	NA
Gh_D02G2351	Zm00001d048968	n:m	NA
Gh_A05G2106	Zm00001d048970	1:m	NA
Gh_A12G0418	Zm00001d048988	1:m	NA
Gh_A03G0236	Zm00001d048990	n:m	NA
Gh_A05G0931	Zm00001d048990	n:m	NA
Gh_A05G2885	Zm00001d048990	n:m	NA
Gh_A08G1791	Zm00001d048990	n:m	NA
Gh_A10G2160	Zm00001d048990	n:m	NA
Gh_A13G2033	Zm00001d048990	n:m	NA
Gh_D03G1334	Zm00001d048990	n:m	NA
Gh_D05G1015	Zm00001d048990	n:m	NA
Gh_D08G2140	Zm00001d048990	n:m	NA
Gh_D10G2408	Zm00001d048990	n:m	NA
Gh_A01G1635	Zm00001d048993	n:m	NA
Gh_D01G1827	Zm00001d048993	n:m	NA
Gh_A09G1258	Zm00001d048996	n:m	NA
Gh_D09G1259	Zm00001d048996	n:m	NA
Gh_A08G2024	Zm00001d048997	1:m	NA
Gh_A10G0616	Zm00001d048998	n:m	NA
Gh_D05G2361	Zm00001d048998	n:m	NA
Gh_D10G0784	Zm00001d048998	n:m	NA
Gh_A05G2110	Zm00001d049002	n:m	NA
Gh_A10G2132	Zm00001d049007	1:01	NA
Gh_D01G1276	Zm00001d049015	1:m	NA
Gh_A03G0908	Zm00001d049016	n:m	NA
Gh_A09G1221	Zm00001d049016	n:m	NA
Gh_A09G1566	Zm00001d049016	n:m	NA
Gh_A13G0728	Zm00001d049016	n:m	NA
Gh_D02G1295	Zm00001d049016	n:m	NA
Gh_D09G1224	Zm00001d049016	n:m	NA
Gh_D13G0852	Zm00001d049016	n:m	NA
Gh_D08G2214	Zm00001d049018	1:m	NA
Gh_A13G2163	Zm00001d049019	1:m	NA
Gh_D11G1484	Zm00001d049026	1:m	NA
Gh_D06G1568	Zm00001d049030	1:01	NA
Gh_A01G1943	Zm00001d049038	n:m	NA
Gh_A04G0756	Zm00001d049038	n:m	NA
Gh_A11G2934	Zm00001d049038	n:m	NA
Gh_D01G2202	Zm00001d049038	n:m	NA
Gh_D11G3319	Zm00001d049038	n:m	NA
Gh_D07G0119	Zm00001d049042	1:m	NA
Gh_A07G2360	Zm00001d049042	1:m	NA
Gh_Sca006940G02	Zm00001d049042	1:m	NA
Gh_D12G0244	Zm00001d049043	1:m	NA
Gh_D05G0666	Zm00001d049046	1:m	NA
Gh_A05G2646	Zm00001d049048	1:m	NA
Gh_D07G0520	Zm00001d049054	1:m	NA
Gh_D13G2136	Zm00001d049054	1:m	NA
Gh_D05G2294	Zm00001d049055	n:m	NA
Gh_A01G1487	Zm00001d049071	n:m	NA
Gh_A02G1203	Zm00001d049071	n:m	NA
Gh_D01G1726	Zm00001d049071	n:m	NA
Gh_A11G0526	Zm00001d049073	1:m	NA
Gh_D11G0610	Zm00001d049073	1:m	NA
Gh_D12G0800	Zm00001d049076	1:m	NA
Gh_D12G0004	Zm00001d049080	1:01	NA
Gh_A10G1254	Zm00001d049081	1:m	NA
Gh_D03G1771	Zm00001d049082	1:m	NA
Gh_A02G0112	Zm00001d049083	1:m	NA
Gh_A04G0743	Zm00001d049085	n:m	NA
Gh_A04G0744	Zm00001d049085	n:m	NA
Gh_D04G1221	Zm00001d049085	n:m	NA
Gh_D04G1223	Zm00001d049085	n:m	NA
Gh_A13G2215	Zm00001d049085	n:m	NA
Gh_D13G2524	Zm00001d049085	n:m	NA
Gh_D02G0350	Zm00001d049088	1:m	NA
Gh_D04G1600	Zm00001d049094	1:m	NA
Gh_A04G1446	Zm00001d049094	1:m	NA
Gh_A01G1602	Zm00001d049099	n:m	NA
Gh_A05G2306	Zm00001d049099	n:m	NA
Gh_D01G1856	Zm00001d049099	n:m	NA
Gh_D05G2241	Zm00001d049099	n:m	NA
Gh_D05G2566	Zm00001d049099	n:m	NA
Gh_A05G3724	Zm00001d049099	n:m	NA
Gh_A05G2310	Zm00001d049100	n:m	NA
Gh_D05G2278	Zm00001d049100	n:m	NA
Gh_D05G2572	Zm00001d049100	n:m	NA
Gh_A02G0720	Zm00001d049107	1:m	NA
Gh_A05G2036	Zm00001d049107	1:m	NA
Gh_D05G2279	Zm00001d049107	1:m	NA
Gh_D03G1733	Zm00001d049107	1:m	NA
Gh_A11G0529	Zm00001d049125	n:m	NA
Gh_D02G0743	Zm00001d049125	n:m	NA
Gh_D11G0613	Zm00001d049125	n:m	NA
Gh_D03G1720	Zm00001d049125	n:m	NA
Gh_A02G1807	Zm00001d049125	n:m	NA
Gh_D09G2032	Zm00001d049127	1:m	NA
Gh_A12G0242	Zm00001d049135	n:m	NA
Gh_A13G0319	Zm00001d049135	n:m	NA
Gh_D02G2124	Zm00001d049135	n:m	NA
Gh_D04G1604	Zm00001d049135	n:m	NA
Gh_D04G1606	Zm00001d049135	n:m	NA
Gh_D12G0241	Zm00001d049135	n:m	NA
Gh_D13G0358	Zm00001d049135	n:m	NA
Gh_D07G1619	Zm00001d049152	1:m	NA
Gh_A07G2212	Zm00001d049152	1:m	NA
Gh_A02G0133	Zm00001d049154	n:m	NA
Gh_A10G1209	Zm00001d049154	n:m	NA
Gh_D02G0166	Zm00001d049154	n:m	NA
Gh_D09G1994	Zm00001d049154	n:m	NA
Gh_A02G0167	Zm00001d049155	1:m	NA
Gh_A03G0822	Zm00001d049155	1:m	NA
Gh_A10G1159	Zm00001d049155	1:m	NA
Gh_D02G0208	Zm00001d049155	1:m	NA
Gh_D02G1133	Zm00001d049155	1:m	NA
Gh_D09G1977	Zm00001d049155	1:m	NA
Gh_D10G1336	Zm00001d049155	1:m	NA
Gh_D08G2338	Zm00001d049160	n:m	NA
Gh_D11G3048	Zm00001d049160	n:m	NA
Gh_A08G2347	Zm00001d049160	n:m	NA
Gh_A03G0467	Zm00001d049161	n:m	NA
Gh_A07G0435	Zm00001d049161	n:m	NA
Gh_A09G2194	Zm00001d049161	n:m	NA
Gh_D03G1072	Zm00001d049161	n:m	NA
Gh_D07G0498	Zm00001d049161	n:m	NA
Gh_D05G1657	Zm00001d049162	n:m	NA
Gh_D06G1666	Zm00001d049162	n:m	NA
Gh_A03G0469	Zm00001d049163	1:m	NA
Gh_D03G1070	Zm00001d049163	1:m	NA
Gh_D12G1884	Zm00001d049163	1:m	NA
Gh_A03G0455	Zm00001d049166	n:m	NA
Gh_A03G1087	Zm00001d049166	n:m	NA
Gh_A07G0444	Zm00001d049166	n:m	NA
Gh_A07G2112	Zm00001d049166	n:m	NA
Gh_A11G0342	Zm00001d049166	n:m	NA
Gh_D02G1504	Zm00001d049166	n:m	NA
Gh_D03G1083	Zm00001d049166	n:m	NA
Gh_D04G0730	Zm00001d049166	n:m	NA
Gh_D04G0733	Zm00001d049166	n:m	NA
Gh_D07G0508	Zm00001d049166	n:m	NA
Gh_D11G0399	Zm00001d049166	n:m	NA
Gh_D08G0146	Zm00001d049171	1:m	NA
Gh_A05G2688	Zm00001d049174	1:m	NA
Gh_D02G1489	Zm00001d049174	1:m	NA
Gh_D04G0722	Zm00001d049174	1:m	NA
Gh_D05G2987	Zm00001d049174	1:m	NA
Gh_A05G1488	Zm00001d049176	1:01	NA
Gh_A12G1720	Zm00001d049178	1:m	NA
Gh_A10G1779	Zm00001d049179	n:m	NA
Gh_D07G1626	Zm00001d049179	n:m	NA
Gh_D10G2052	Zm00001d049179	n:m	NA
Gh_A07G2202	Zm00001d049179	n:m	NA
Gh_A10G2271	Zm00001d049179	n:m	NA
Gh_Sca005495G02	Zm00001d049179	n:m	NA
Gh_A10G1779	Zm00001d049181	n:m	NA
Gh_D07G1626	Zm00001d049181	n:m	NA
Gh_D10G2052	Zm00001d049181	n:m	NA
Gh_A07G2202	Zm00001d049181	n:m	NA
Gh_A10G2271	Zm00001d049181	n:m	NA
Gh_Sca005495G02	Zm00001d049181	n:m	NA
Gh_D12G2290	Zm00001d049187	1:m	NA
Gh_A05G3548	Zm00001d049189	n:m	NA
Gh_D04G0056	Zm00001d049189	n:m	NA
Gh_D04G0058	Zm00001d049189	n:m	NA
Gh_A09G0025	Zm00001d049190	1:m	NA
Gh_D02G1057	Zm00001d049190	1:m	NA
Gh_D09G0023	Zm00001d049190	1:m	NA
Gh_A11G0337	Zm00001d049193	1:m	NA
Gh_D11G0393	Zm00001d049193	1:m	NA
Gh_A11G3162	Zm00001d049194	1:01	NA
Gh_A03G0450	Zm00001d049201	n:m	NA
Gh_A11G0336	Zm00001d049201	n:m	NA
Gh_D11G0392	Zm00001d049201	n:m	NA
Gh_A06G1873	Zm00001d049203	1:m	NA
Gh_A02G0210	Zm00001d049210	1:m	NA
Gh_D10G1390	Zm00001d049210	1:m	NA
Gh_D02G2385	Zm00001d049210	1:m	NA
Gh_A04G0365	Zm00001d049217	n:m	NA
Gh_D05G3269	Zm00001d049217	n:m	NA
Gh_D05G3271	Zm00001d049217	n:m	NA
Gh_D05G3272	Zm00001d049217	n:m	NA
Gh_D05G3275	Zm00001d049217	n:m	NA
Gh_D05G3276	Zm00001d049217	n:m	NA
Gh_D05G3277	Zm00001d049217	n:m	NA
Gh_D05G3278	Zm00001d049217	n:m	NA
Gh_D05G3279	Zm00001d049217	n:m	NA
Gh_A04G0365	Zm00001d049219	n:m	NA
Gh_A04G0367	Zm00001d049219	n:m	NA
Gh_D05G3269	Zm00001d049219	n:m	NA
Gh_D05G3271	Zm00001d049219	n:m	NA
Gh_D05G3272	Zm00001d049219	n:m	NA
Gh_D05G3275	Zm00001d049219	n:m	NA
Gh_D05G3276	Zm00001d049219	n:m	NA
Gh_D05G3277	Zm00001d049219	n:m	NA
Gh_D05G3278	Zm00001d049219	n:m	NA
Gh_D05G3279	Zm00001d049219	n:m	NA
Gh_D11G3075	Zm00001d049222	n:m	NA
Gh_A06G1323	Zm00001d049228	1:m	NA
Gh_A06G1760	Zm00001d049228	1:m	NA
Gh_D06G1652	Zm00001d049228	1:m	NA
Gh_D10G0116	Zm00001d049228	1:m	NA
Gh_A02G1656	Zm00001d049230	1:m	NA
Gh_A06G0021	Zm00001d049230	1:m	NA
Gh_D03G0066	Zm00001d049230	1:m	NA
Gh_A11G1298	Zm00001d049232	1:m	NA
Gh_A10G1132	Zm00001d049234	1:m	NA
Gh_D09G1963	Zm00001d049234	1:m	NA
Gh_D10G1367	Zm00001d049234	1:m	NA
Gh_D04G0951	Zm00001d049240	n:m	NA
Gh_D04G0953	Zm00001d049240	n:m	NA
Gh_A03G1325	Zm00001d049244	n:m	NA
Gh_D02G1764	Zm00001d049244	n:m	NA
Gh_D12G0771	Zm00001d049251	1:01	NA
Gh_A03G0461	Zm00001d049252	n:m	NA
Gh_A07G0422	Zm00001d049252	n:m	NA
Gh_A07G0423	Zm00001d049252	n:m	NA
Gh_A11G0347	Zm00001d049252	n:m	NA
Gh_A12G1747	Zm00001d049252	n:m	NA
Gh_D03G1078	Zm00001d049252	n:m	NA
Gh_D07G0487	Zm00001d049252	n:m	NA
Gh_Sca013374G01	Zm00001d049252	n:m	NA
Gh_D07G0483	Zm00001d049258	n:m	NA
Gh_D09G2397	Zm00001d049258	n:m	NA
Gh_A04G0865	Zm00001d049269	1:m	NA
Gh_A07G2138	Zm00001d049270	1:m	NA
Gh_A10G0623	Zm00001d049270	1:m	NA
Gh_D10G0776	Zm00001d049270	1:m	NA
Gh_D02G1779	Zm00001d049276	n:m	NA
Gh_D11G0414	Zm00001d049276	n:m	NA
Gh_D07G2351	Zm00001d049277	1:01	NA
Gh_A13G0534	Zm00001d049290	n:m	NA
Gh_D13G0597	Zm00001d049290	n:m	NA
Gh_A13G0534	Zm00001d049291	n:m	NA
Gh_D13G0597	Zm00001d049291	n:m	NA
Gh_A03G0483	Zm00001d049297	1:m	NA
Gh_D03G1055	Zm00001d049297	1:m	NA
Gh_D11G0419	Zm00001d049297	1:m	NA
Gh_A08G0380	Zm00001d049305	n:m	NA
Gh_D08G0466	Zm00001d049305	n:m	NA
Gh_D12G1319	Zm00001d049305	n:m	NA
Gh_D08G2739	Zm00001d049305	n:m	NA
Gh_D07G0818	Zm00001d049306	1:01	NA
Gh_D11G1613	Zm00001d049313	1:m	NA
Gh_A01G1762	Zm00001d049325	1:m	NA
Gh_Sca005053G01	Zm00001d049325	1:m	NA
Gh_A06G1385	Zm00001d049326	1:m	NA
Gh_D06G1729	Zm00001d049326	1:m	NA
Gh_A01G1696	Zm00001d049329	1:m	NA
Gh_D07G2325	Zm00001d049331	1:01	NA
Gh_A01G1470	Zm00001d049333	n:m	NA
Gh_A06G0947	Zm00001d049336	n:m	NA
Gh_A07G0289	Zm00001d049336	n:m	NA
Gh_D05G0643	Zm00001d049336	n:m	NA
Gh_D06G1112	Zm00001d049336	n:m	NA
Gh_D07G0344	Zm00001d049336	n:m	NA
Gh_A05G0972	Zm00001d049343	n:m	NA
Gh_A10G0071	Zm00001d049346	1:m	NA
Gh_D02G1066	Zm00001d049346	1:m	NA
Gh_D10G0075	Zm00001d049346	1:m	NA
Gh_A05G0517	Zm00001d049348	1:m	NA
Gh_D05G0636	Zm00001d049348	1:m	NA
Gh_D08G0922	Zm00001d049348	1:m	NA
Gh_A02G0229	Zm00001d049357	n:m	NA
Gh_A03G0814	Zm00001d049357	n:m	NA
Gh_A05G2838	Zm00001d049357	n:m	NA
Gh_D02G0294	Zm00001d049357	n:m	NA
Gh_D02G1234	Zm00001d049357	n:m	NA
Gh_D05G3140	Zm00001d049357	n:m	NA
Gh_D09G1948	Zm00001d049357	n:m	NA
Gh_A10G0010	Zm00001d049360	n:m	NA
Gh_D05G1104	Zm00001d049360	n:m	NA
Gh_D10G0012	Zm00001d049360	n:m	NA
Gh_A05G0542	Zm00001d049361	n:m	NA
Gh_A10G0091	Zm00001d049362	1:01	NA
Gh_A03G0293	Zm00001d049363	1:m	NA
Gh_A01G0971	Zm00001d049369	1:m	NA
Gh_A13G0344	Zm00001d049369	1:m	NA
Gh_D01G1022	Zm00001d049369	1:m	NA
Gh_D01G1816	Zm00001d049372	n:m	NA
Gh_D01G0829	Zm00001d049375	1:01	NA
Gh_A12G2097	Zm00001d049379	1:m	NA
Gh_D12G2268	Zm00001d049379	1:m	NA
Gh_A04G0428	Zm00001d049387	1:m	NA
Gh_D05G3193	Zm00001d049387	1:m	NA
Gh_A01G0940	Zm00001d049389	1:m	NA
Gh_D01G0987	Zm00001d049389	1:m	NA
Gh_D09G0740	Zm00001d049390	n:m	NA
Gh_A09G0664	Zm00001d049405	n:m	NA
Gh_D05G1633	Zm00001d049405	n:m	NA
Gh_D09G0667	Zm00001d049405	n:m	NA
Gh_D10G0123	Zm00001d049405	n:m	NA
Gh_A04G1259	Zm00001d049408	n:m	NA
Gh_D04G1884	Zm00001d049408	n:m	NA
Gh_A03G0951	Zm00001d049409	1:m	NA
Gh_A04G0136	Zm00001d049409	1:m	NA
Gh_A12G1452	Zm00001d049409	1:m	NA
Gh_D02G1334	Zm00001d049409	1:m	NA
Gh_D12G1569	Zm00001d049409	1:m	NA
Gh_D05G3734	Zm00001d049409	1:m	NA
Gh_D05G3782	Zm00001d049409	1:m	NA
Gh_D10G0140	Zm00001d049416	n:m	NA
Gh_A07G1257	Zm00001d049418	n:m	NA
Gh_A11G2182	Zm00001d049418	n:m	NA
Gh_A11G2183	Zm00001d049418	n:m	NA
